new_facility;name;region;unit_size;capacity;new_facility_order;amOrderValues_popTravelTime15min;amOrderComputed;amTravelTimeMax;amPopTravelTimeMax;amPopOrigTravelTimeMax;amCorrPopTime;amTravelTimeCatchment;amPopCatchmentTotal;amCapacityRealised;amCapacityResidual;amPopCatchmentDiff;amPopTotal;amPopTotalNotOnBarrier;amPopTotalOnBarrier;amPopResidualBefore;amPopResidualAfter;Segment;LONGITUDE2;LATITUDE3
FALSE;İZMİR BALÇOVA 3 NOLU ASM ;IZMIR;5;12500;;25047;151;15;5956;25047;0.694;15;5956;5956;6544;0;4384900;4366932;17968;2948803;2942848;Existing;27,043508;38,392627
FALSE;İZMİR BALÇOVA 5 NOLU ASM ;IZMIR;3;7500;;25118;150;15;11974;25118;0.821;12;8656;7500;0;1156;4384900;4366932;17968;2956303;2948803;Existing;27,051281;38,389555
FALSE;İZMİR BAYINDIR 1 NOLU ASM ;IZMIR;6;15000;;13719;236;15;13719;13719;0.497;15;13719;13719;1281;0;4384900;4366932;17968;2538075;2524355;Existing;27,64793;38,214875
FALSE;İZMİR BAYINDIR 3 NOLU ASM ;IZMIR;2;5000;;2004;332;15;2004;2004;0.663;15;2004;2004;2996;0;4384900;4366932;17968;2220890;2218885;Existing;27,545691;38,192533
FALSE;İZMİR BAYINDIR 4 NOLU ASM ;IZMIR;2;5000;;3141;309;15;3141;3141;-0.438;15;3141;3141;1859;0;4384900;4366932;17968;2277788;2274647;Existing;27,497655;38,169094
FALSE;İZMİR BAYRAKLI 16 NOLU ASM ;IZMIR;6;15000;;35768;105;15;12353;35768;0.704;15;12353;12353;2647;0;4384900;4366932;17968;3287595;3275242;Existing;27,13283;38,484361
FALSE;İZMİR BAYRAKLI 18 NOLU ASM ;IZMIR;2;5000;;40129;93;15;9411;40129;0.838;14;6557;5000;0;1557;4384900;4366932;17968;3413533;3408533;Existing;27,124377;38,483641
FALSE;İZMİR BAYRAKLI 17 NOLU ASM ;IZMIR;2;5000;;53297;63;15;42744;53297;0.954;7;5265;5000;0;265;4384900;4366932;17968;3694432;3689432;Existing;27,129469;38,478977
FALSE;İZMİR BAYRAKLI 14 NOLU ASM ;IZMIR;7;17500;;51015;67;15;23013;51015;0.947;14;19718;17500;0;2218;4384900;4366932;17968;3659432;3641932;Existing;27,118847;38,478552
FALSE;İZMİR BAYRAKLI 20 NOLU ASM ;IZMIR;4;10000;;54012;61;15;54012;54012;0.906;6;11641;10000;0;1641;4384900;4366932;17968;3709432;3699432;Existing;27,129233;38,478344
FALSE;İZMİR BAYRAKLI 10 NOLU ASM ;IZMIR;5;12500;;72020;49;15;22179;72020;0.936;12;14475;12500;0;1975;4384900;4366932;17968;3864432;3851932;Existing;27,18036;38,475735
FALSE;İZMİR BAYRAKLI 2 NOLU ASM ;IZMIR;4;10000;;57886;57;15;15228;57886;0.886;13;11242;10000;0;1242;4384900;4366932;17968;3754432;3744432;Existing;27,175127;38,474516
FALSE;İZMİR BAYRAKLI 21 NOLU ASM ;IZMIR;2;5000;;53667;62;15;35903;53667;0.982;6;6482;5000;0;1482;4384900;4366932;17968;3699432;3694432;Existing;27,115953;38,473152
FALSE;İZMİR BAYRAKLI 13 NOLU ASM ;IZMIR;2;5000;;37550;99;15;5877;37550;0.741;14;5506;5000;0;506;4384900;4366932;17968;3361565;3356565;Existing;27,136975;38,472833
FALSE;İZMİR BAYRAKLI 8 NOLU ASM ;IZMIR;11;27500;;92825;36;15;66216;92825;0.854;9;32379;27500;0;4879;4384900;4366932;17968;3986932;3959432;Existing;27,187727;38,471599
FALSE;İZMİR BAYRAKLI 15 NOLU ASM ;IZMIR;8;20000;;45643;78;15;22196;45643;0.539;14;21245;20000;0;1245;4384900;4366932;17968;3559432;3539432;Existing;27,129672;38,470144
FALSE;İZMİR BAYRAKLI 5 NOLU ASM ;IZMIR;6;15000;;93819;35;15;64151;93819;0.956;10;16344;15000;0;1344;4384900;4366932;17968;4001932;3986932;Existing;27,176177;38,470072
FALSE;İZMİR BAYRAKLI 1 NOLU ASM ;IZMIR;8;20000;;103487;30;15;95962;103487;0.979;8;23131;20000;0;3131;4384900;4366932;17968;4056932;4036932;Existing;27,176977;38,468122
FALSE;İZMİR BAYRAKLI 7 NOLU ASM ;IZMIR;4;10000;;56447;58;15;36533;56447;0.761;6;11252;10000;0;1252;4384900;4366932;17968;3744432;3734432;Existing;27,164497;38,466547
FALSE;İZMİR BAYRAKLI 24 NOLU ASM ;IZMIR;3;7500;;95515;34;15;75663;95515;0.93;4;8168;7500;0;668;4384900;4366932;17968;4009432;4001932;Existing;27,198642;38,464787
FALSE;İZMİR BAYRAKLI 25 NOLU ASM ;IZMIR;3;7500;;103891;29;15;99175;103891;0.967;5;11832;7500;0;4332;4384900;4366932;17968;4064432;4056932;Existing;27,176422;38,464674
FALSE;İZMİR BAYRAKLI 11 NOLU ASM ;IZMIR;2;5000;;51747;64;15;26177;51747;0.881;8;6525;5000;0;1525;4384900;4366932;17968;3689432;3684432;Existing;27,163156;38,464644
FALSE;İZMİR BAYRAKLI 4 NOLU ASM ;IZMIR;3;7500;;101149;32;15;60639;101149;0.849;4;7573;7500;0;73;4384900;4366932;17968;4029432;4021932;Existing;27,177191;38,459569
FALSE;İZMİR BAYRAKLI 9 NOLU ASM ;IZMIR;5;12500;;120259;23;15;110259;120259;0.984;7;19390;12500;0;6890;4384900;4366932;17968;4141932;4129432;Existing;27,191311;38,457522
FALSE;İZMİR BAYRAKLI 22 NOLU ASM ;IZMIR;4;10000;;121370;22;15;121370;121370;0.988;5;15169;10000;0;5169;4384900;4366932;17968;4151932;4141932;Existing;27,189422;38,45695
FALSE;İZMİR BAYRAKLI 19 NOLU ASM ;IZMIR;3;7500;;103325;31;15;75310;103325;0.991;5;9782;7500;0;2282;4384900;4366932;17968;4036932;4029432;Existing;27,196889;38,455519
FALSE;İZMİR BAYRAKLI 6 NOLU ASM ;IZMIR;7;17500;;111526;24;15;91236;111526;0.985;6;17838;17500;0;338;4384900;4366932;17968;4129432;4111932;Existing;27,183188;38,452864
FALSE;İZMİR BERGAMA 5 NOLU ASM ;IZMIR;1;2500;;1707;339;15;1707;1707;-0.547;15;1707;1707;793;0;4384900;4366932;17968;2207944;2206237;Existing;27,401728;39,22236
FALSE;İZMİR BERGAMA 6 NOLU ASM ;IZMIR;1;2500;;1078;356;15;1078;1078;0.739;15;1078;1078;1422;0;4384900;4366932;17968;2185393;2184316;Existing;27,33525;39,182505
FALSE;İZMİR BERGAMA 12 NOLU ASM ;IZMIR;1;2500;;1434;350;15;1434;1434;-0.424;13;1434;1434;1066;0;4384900;4366932;17968;2191202;2189768;Existing;27,422041;39,182141
FALSE;İZMİR BERGAMA 13 NOLU ASM ;IZMIR;4;10000;;20976;168;15;10445;20976;0.772;15;10445;10000;0;445;4384900;4366932;17968;2856199;2846199;Existing;27,177608;39,117374
FALSE;İZMİR BERGAMA 2 NOLU ASM ;IZMIR;6;15000;;23257;154;15;23257;23257;0.964;12;16475;15000;0;1475;4384900;4366932;17968;2934352;2919352;Existing;27,18508;39,111514
FALSE;İZMİR BERGAMA 4 NOLU ASM ;IZMIR;3;7500;;20716;172;15;6760;20716;0.879;15;6760;6760;740;0;4384900;4366932;17968;2845646;2838886;Existing;27,172722;39,110389
FALSE;İZMİR BERGAMA 7 NOLU ASM ;IZMIR;1;2500;;1565;345;15;1565;1565;-0.207;15;1565;1565;935;0;4384900;4366932;17968;2198101;2196536;Existing;27,055022;39,010539
FALSE;İZMİR BERGAMA 8 NOLU ASM ;IZMIR;1;2500;;2221;324;15;2221;2221;-0.269;15;2221;2221;279;0;4384900;4366932;17968;2237868;2235647;Existing;27,076363;38,965869
FALSE;İZMİR BEYDAĞ 1 NOLU ASM ;IZMIR;5;12500;;7429;280;15;7429;7429;0.808;15;7429;7429;5071;0;4384900;4366932;17968;2393915;2386486;Existing;28,217519;38,084714
FALSE;İZMİR BORNOVA 6 NOLU ASM ;IZMIR;11;27500;;31657;116;15;29017;31657;0.759;15;29017;27500;0;1517;4384900;4366932;17968;3229876;3202376;Existing;27,210731;38,478297
FALSE;İZMİR BORNOVA 8 NOLU ASM ;IZMIR;6;15000;;38660;98;15;37461;38660;0.962;9;16159;15000;0;1159;4384900;4366932;17968;3376565;3361565;Existing;27,220272;38,470827
FALSE;İZMİR BORNOVA 4 NOLU ASM ;IZMIR;3;7500;;62803;53;15;38384;62803;0.934;7;8508;7500;0;1008;4384900;4366932;17968;3804432;3796932;Existing;27,207189;38,464442
FALSE;İZMİR BORNOVA 9 NOLU ASM ;IZMIR;11;27500;;36591;102;15;25841;36591;0.934;15;25841;25841;1659;0;4384900;4366932;17968;3338436;3312595;Existing;27,224716;38,461939
FALSE;İZMİR BORNOVA 5 NOLU ASM ;IZMIR;6;15000;;74038;46;15;51035;74038;0.914;7;16707;15000;0;1707;4384900;4366932;17968;3889432;3874432;Existing;27,205397;38,459611
FALSE;İZMİR BORNOVA 13 NOLU ASM ;IZMIR;6;15000;;41549;89;15;41549;41549;0.958;9;17796;15000;0;2796;4384900;4366932;17968;3453533;3438533;Existing;27,253972;38,453978
FALSE;İZMİR BORNOVA 11 NOLU ASM ;IZMIR;4;10000;;17847;195;15;14866;17847;0.645;11;10764;10000;0;764;4384900;4366932;17968;2694262;2684262;Existing;27,269305;38,452486
FALSE;İZMİR BORNOVA 26 NOLU ASM ;IZMIR;1;2500;;5681;293;15;5491;5681;0.009;7;2809;2500;0;309;4384900;4366932;17968;2335098;2332598;Existing;27,314631;38,450725
FALSE;İZMİR BORNOVA 29 NOLU ASM ;IZMIR;5;12500;;30228;127;15;24711;30228;0.952;10;12504;12500;0;4;4384900;4366932;17968;3142605;3130105;Existing;27,230483;38,4493826
FALSE;İZMİR BORNOVA 25 NOLU ASM ;IZMIR;7;17500;;30146;128;15;12978;30146;0.87;15;12978;12978;4522;0;4384900;4366932;17968;3130105;3117127;Existing;27,229919;38,448475
FALSE;İZMİR BORNOVA 15 NOLU ASM ;IZMIR;2;5000;;11205;253;15;11205;11205;0.538;8;5354;5000;0;354;4384900;4366932;17968;2478206;2473206;Existing;27,295647;38,447855
FALSE;İZMİR BORNOVA 30 NOLU ASM ;IZMIR;3;7500;;73886;47;15;61519;73886;0.825;5;8288;7500;0;788;4384900;4366932;17968;3874432;3866932;Existing;27,19523;38,444855
FALSE;İZMİR BORNOVA 23 NOLU ASM ;IZMIR;2;5000;;36636;101;15;8736;36636;0.846;14;6274;5000;0;1274;4384900;4366932;17968;3343436;3338436;Existing;27,208969;38,43768
FALSE;İZMİR BORNOVA 12 NOLU ASM ;IZMIR;2;5000;;28154;136;15;28154;28154;0.977;6;6126;5000;0;1126;4384900;4366932;17968;3043576;3038576;Existing;27,257606;38,436983
FALSE;İZMİR BORNOVA 24 NOLU ASM ;IZMIR;7;17500;;45520;80;15;38731;45520;0.984;10;18338;17500;0;838;4384900;4366932;17968;3528534;3511034;Existing;27,193983;38,436916
FALSE;İZMİR BORNOVA 21 NOLU ASM ;IZMIR;9;22500;;44191;83;15;24035;44191;0.979;15;24035;22500;0;1535;4384900;4366932;17968;3498594;3476094;Existing;27,199572;38,43628
FALSE;İZMİR BORNOVA 22 NOLU ASM ;IZMIR;3;7500;;29432;129;15;11932;29432;0.922;14;9355;7500;0;1855;4384900;4366932;17968;3117127;3109627;Existing;27,180963;38,435075
FALSE;İZMİR BORNOVA 1 NOLU ASM ;IZMIR;2;5000;;38702;96;15;9797;38702;0.918;13;5845;5000;0;845;4384900;4366932;17968;3386565;3381565;Existing;27,206639;38,434891
FALSE;İZMİR BORNOVA 3 NOLU ASM ;IZMIR;5;12500;;40564;90;15;12690;40564;0.923;15;12690;12500;0;190;4384900;4366932;17968;3438533;3426033;Existing;27,19608;38,430249
FALSE;İZMİR BORNOVA 14 NOLU ASM ;IZMIR;9;22500;;15163;227;15;15163;15163;0.945;15;15163;15163;7337;0;4384900;4366932;17968;2593400;2578237;Existing;27,274941;38,429544
FALSE;İZMİR BORNOVA 16 NOLU ASM ;IZMIR;2;5000;;36018;104;15;36018;36018;0.979;5;5402;5000;0;402;4384900;4366932;17968;3292595;3287595;Existing;27,233013;38,426552
FALSE;İZMİR BORNOVA 17 NOLU ASM ;IZMIR;6;15000;;31033;120;15;9338;31033;0.925;15;9338;9338;5662;0;4384900;4366932;17968;3187376;3178038;Existing;27,196333;38,423538
FALSE;İZMİR BUCA 2 NOLU ASM ;IZMIR;2;5000;;50045;70;15;15635;50045;0.855;12;6939;5000;0;1939;4384900;4366932;17968;3626932;3621932;Existing;27,175441;38,395955
FALSE;İZMİR BUCA 3 NOLU ASM ;IZMIR;4;10000;;21289;165;15;9160;21289;0.715;15;9160;9160;840;0;4384900;4366932;17968;2874715;2865555;Existing;27,190216;38,395322
FALSE;İZMİR BUCA NEZAHAT-M. HAYRETTİN COŞAN ASM;IZMIR;4;10000;;74505;45;15;29036;74505;0.841;13;13510;10000;0;3510;4384900;4366932;17968;3899432;3889432;Existing;27,16901442;38,39388724
FALSE;İZMİR BUCA 20 NOLU ASM ;IZMIR;3;7500;;109052;26;15;61358;109052;0.946;8;10884;7500;0;3384;4384900;4366932;17968;4081932;4074432;Existing;27,167391;38,391166
FALSE;İZMİR BUCA 18 NOLU ASM ;IZMIR;1;2500;;72533;48;15;13720;72533;0.748;12;2671;2500;0;171;4384900;4366932;17968;3866932;3864432;Existing;27,162536;38,391116
FALSE;İZMİR BUCA 5 NOLU ASM ;IZMIR;4;10000;;50352;69;15;44045;50352;0.95;9;11309;10000;0;1309;4384900;4366932;17968;3636932;3626932;Existing;27,188047;38,390825
FALSE;İZMİR BUCA 4 NOLU ASM ;IZMIR;5;12500;;143906;18;15;101826;143906;0.613;4;15712;12500;0;3212;4384900;4366932;17968;4191932;4179432;Existing;27,175549;38,390272
FALSE;İZMİR BUCA 17 NOLU ASM ;IZMIR;5;12500;;98622;33;15;43097;98622;0.896;11;13274;12500;0;774;4384900;4366932;17968;4021932;4009432;Existing;27,165486;38,389619
FALSE;İZMİR BUCA DOKUZ EYLÜL ASM ;IZMIR;3;7500;;164541;16;15;109977;164541;0.978;4;9831;7500;0;2331;4384900;4366932;17968;4209432;4201932;Existing;27,168435;38,387097
FALSE;İZMİR BUCA 41 NOLU ASM ;IZMIR;3;7500;;44720;82;15;20859;44720;0.861;13;11225;7500;0;3725;4384900;4366932;17968;3506094;3498594;Existing;27,15423331;38,38590905
FALSE;İZMİR BUCA 27 NOLU ASM ;IZMIR;3;7500;;180846;12;15;119070;180846;0.9;3;12011;7500;0;4511;4384900;4366932;17968;4264432;4256932;Existing;27,165964;38,383577
FALSE;İZMİR BUCA 7 NOLU ASM ;IZMIR;7;17500;;266203;1;15;266203;266203;0.834;4;27167;17500;0;9667;4384900;4366932;17968;4366932;4349432;Existing;27,174102;38,381947
FALSE;İZMİR BUCA 6 NOLU ASM ;IZMIR;2;5000;;262586;3;15;235086;262586;0.876;4;9081;5000;0;4081;4384900;4366932;17968;4339432;4334432;Existing;27,172752;38,381597
FALSE;İZMİR BUCA 26 NOLU ASM ;IZMIR;5;12500;;256186;4;15;223686;256186;0.919;5;17207;12500;0;4707;4384900;4366932;17968;4334432;4321932;Existing;27,172191;38,381488
FALSE;İZMİR BUCA 34 NOLU ASM ;IZMIR;4;10000;;254696;5;15;209696;254696;0.959;5;17370;10000;0;7370;4384900;4366932;17968;4321932;4311932;Existing;27,170624;38,379516
FALSE;İZMİR BUCA 37 NOLU ASM ;IZMIR;3;7500;;252867;6;15;197867;252867;0.984;3;12888;7500;0;5388;4384900;4366932;17968;4311932;4304432;Existing;27,17899868;38,37908945
FALSE;İZMİR BUCA 12 NOLU ASM ;IZMIR;9;22500;;61312;54;15;36433;61312;0.825;14;25224;22500;0;2724;4384900;4366932;17968;3796932;3774432;Existing;27,147169;38,376494
FALSE;İZMİR BUCA 19 NOLU ASM ;IZMIR;4;10000;;265604;2;15;248104;265604;0.985;3;13804;10000;0;3804;4384900;4366932;17968;4349432;4339432;Existing;27,175516;38,375758
FALSE;İZMİR BUCA 21 NOLU ASM ;IZMIR;4;10000;;159451;17;15;112131;159451;0.844;4;12835;10000;0;2835;4384900;4366932;17968;4201932;4191932;Existing;27,163044;38,373538
FALSE;İZMİR BUCA 39 NOLU ASM ;IZMIR;2;5000;;106749;27;15;76659;106749;0.902;9;6441;5000;0;1441;4384900;4366932;17968;4074432;4069432;Existing;27,1508951;38,37278906
FALSE;İZMİR BUCA 10 NOLU ASM ;IZMIR;4;10000;;196935;10;15;150349;196935;0.923;3;12515;10000;0;2515;4384900;4366932;17968;4281932;4271932;Existing;27,167035;38,372774
FALSE;İZMİR BUCA 8 NOLU ASM ;IZMIR;11;27500;;164970;15;15;162873;164970;0.887;5;29062;27500;0;1562;4384900;4366932;17968;4236932;4209432;Existing;27,190552;38,372497
FALSE;İZMİR BUCA 13 NOLU ASM ;IZMIR;4;10000;;143343;19;15;120506;143343;0.95;7;14422;10000;0;4422;4384900;4366932;17968;4179432;4169432;Existing;27,149244;38,36993
FALSE;İZMİR BUCA 25 NOLU ASM ;IZMIR;4;10000;;171969;13;15;150902;171969;0.97;4;13750;10000;0;3750;4384900;4366932;17968;4256932;4246932;Existing;27,146164;38,368194
FALSE;İZMİR BUCA 38 NOLU ASM ;IZMIR;2;5000;;130234;21;15;98886;130234;0.971;4;7628;5000;0;2628;4384900;4366932;17968;4156932;4151932;Existing;27,1681918;38,36770127
FALSE;İZMİR BUCA 9 NOLU ASM ;IZMIR;1;2500;;4668;299;15;4668;4668;0.048;7;2721;2500;0;221;4384900;4366932;17968;2310124;2307624;Existing;27,276938;38,366383
FALSE;İZMİR BUCA 11 NOLU ASM ;IZMIR;6;15000;;227371;7;15;227371;227371;0.909;4;23396;15000;0;8396;4384900;4366932;17968;4304432;4289432;Existing;27,145064;38,360392
FALSE;İZMİR BUCA 29 NOLU ASM ;IZMIR;3;7500;;184789;11;15;163943;184789;0.987;3;9448;7500;0;1948;4384900;4366932;17968;4271932;4264432;Existing;27,147639;38,357839
FALSE;İZMİR BUCA 40 NOLU ASM ;IZMIR;2;5000;;214418;9;15;196918;214418;0.966;3;7908;5000;0;2908;4384900;4366932;17968;4286932;4281932;Existing;27,1428639;38,35634968
FALSE;İZMİR ÇEŞME 2 NOLU ASM ;IZMIR;5;12500;;5221;296;15;5221;5221;0.683;15;5221;5221;7279;0;4384900;4366932;17968;2322702;2317480;Existing;26,375302;38,283419
FALSE;İZMİR ÇİĞLİ 13 NOLU ASM ;IZMIR;3;7500;;10261;262;15;5888;10261;0.942;15;5888;5888;1612;0;4384900;4366932;17968;2450331;2444443;Existing;27,049916;38,528527
FALSE;İZMİR ÇİĞLİ 16 NOLU ASM ;IZMIR;2;5000;;17755;197;15;13537;17755;0.574;8;5883;5000;0;883;4384900;4366932;17968;2681737;2676737;Existing;27,043989;38,523183
FALSE;İZMİR ÇİĞLİ 8 NOLU ASM ;IZMIR;7;17500;;14490;230;15;10513;14490;0.61;15;10513;10513;6987;0;4384900;4366932;17968;2563165;2552652;Existing;27,056836;38,51816
FALSE;İZMİR ÇİĞLİ 15 NOLU KATİP ÇELEBİ ÜNİVERSİTESİ BALATÇIK KAMPÜSÜ EĞİTİM AİLE SAĞLIĞI MERKEZİ;IZMIR;3;7500;;19420;183;15;17079;19420;0.916;10;8984;7500;0;1484;4384900;4366932;17968;2783918;2776418;Existing;27,031708;38,513889
FALSE;İZMİR ÇİĞLİ 9 NOLU ASM ;IZMIR;4;10000;;33153;110;15;33153;33153;0.981;8;10362;10000;0;362;4384900;4366932;17968;3259422;3249422;Existing;27,047605;38,511803
FALSE;İZMİR ÇİĞLİ 6 NOLU ASM ;IZMIR;6;15000;;31247;119;15;21634;31247;0.877;12;15818;15000;0;818;4384900;4366932;17968;3202376;3187376;Existing;27,058253;38,503944
FALSE;İZMİR ÇİĞLİ 5 NOLU ASM ;IZMIR;5;12500;;19832;178;15;8552;19832;0.371;15;8552;8552;3948;0;4384900;4366932;17968;2814933;2806381;Existing;27,077755;38,502617
FALSE;İZMİR ÇİĞLİ 1 NOLU ASM ;IZMIR;5;12500;;19832;177;15;15663;19832;0.31;12;12558;12500;0;58;4384900;4366932;17968;2827433;2814933;Existing;27,089091;38,499522
FALSE;İZMİR ÇİĞLİ 10 NOLU ASM ;IZMIR;7;17500;;45950;77;15;45950;45950;0.991;10;20817;17500;0;3317;4384900;4366932;17968;3576932;3559432;Existing;27,055875;38,49595
FALSE;İZMİR ÇİĞLİ 12 NOLU ASM ;IZMIR;2;5000;;8667;272;15;8667;8667;0.872;11;5666;5000;0;666;4384900;4366932;17968;2424168;2419168;Existing;26,954703;38,494497
FALSE;İZMİR ÇİĞLİ 3 NOLU ASM ;IZMIR;3;7500;;35766;106;15;17137;35766;0.964;11;8806;7500;0;1306;4384900;4366932;17968;3275242;3267742;Existing;27,071113;38,493486
FALSE;İZMİR ÇİĞLİ 4 NOLU ASM ;IZMIR;2;5000;;41646;88;15;26980;41646;0.961;7;6758;5000;0;1758;4384900;4366932;17968;3458533;3453533;Existing;27,065825;38,492666
FALSE;İZMİR ÇİĞLİ 2 NOLU ASM ;IZMIR;2;5000;;40411;92;15;38444;40411;0.977;6;5785;5000;0;785;4384900;4366932;17968;3418533;3413533;Existing;27,084383;38,491083
FALSE;İZMİR ÇİĞLİ 14 NOLU ASM ;IZMIR;1;2500;;46471;76;15;46471;46471;0.98;4;3799;2500;0;1299;4384900;4366932;17968;3579432;3576932;Existing;27,074219;38,49028
FALSE;İZMİR ÇİĞLİ 11 NOLU ASM ;IZMIR;7;17500;;39363;94;15;25033;39363;0.955;12;17739;17500;0;239;4384900;4366932;17968;3408533;3391033;Existing;27,063492;38,486591
FALSE;İZMİR DİKİLİ 5 NOLU ASM ;IZMIR;2;5000;;8083;274;15;8083;8083;0.506;10;5211;5000;0;211;4384900;4366932;17968;2415887;2410887;Existing;26,892402;39,07571624
FALSE;İZMİR FOÇA 4 NOLU ASM ;IZMIR;3;7500;;7275;282;15;7275;7275;0.952;15;7275;7275;225;0;4384900;4366932;17968;2382571;2375295;Existing;26,830366;38,74635
FALSE;İZMİR FOÇA 1 NOLU ASM ;IZMIR;4;10000;;6204;290;15;6204;6204;0.476;15;6204;6204;3796;0;4384900;4366932;17968;2349129;2342925;Existing;26,758542;38,662561
FALSE;İZMİR FOÇA 2 NOLU ASM ;IZMIR;2;5000;;4083;303;15;4083;4083;-0.061;15;4083;4083;917;0;4384900;4366932;17968;2300464;2296381;Existing;26,848472;38,657514
FALSE;İZMİR FOÇA 3 NOLU ASM ;IZMIR;1;2500;;2809;314;15;2809;2809;-0.622;11;2586;2500;0;86;4384900;4366932;17968;2262705;2260205;Existing;26,902867;38,650786
FALSE;İZMİR GAZİEMİR 6 NOLU ASM ;IZMIR;5;12500;;143028;20;15;140528;143028;0.948;5;20071;12500;0;7571;4384900;4366932;17968;4169432;4156932;Existing;27,128827;38,354572
FALSE;İZMİR GAZİEMİR 10 NOLU 9 EYLÜL ÜNİVERSİTESİ EĞİTİM AİLE SAĞLIĞI MERKEZİ;IZMIR;1;2500;;222465;8;15;213092;222465;0.842;2;5560;2500;0;3060;4384900;4366932;17968;4289432;4286932;Existing;27,136266;38,352856
FALSE;İZMİR GAZİEMİR 9 NOLU ASM ;IZMIR;2;5000;;104337;28;15;104080;104337;0.99;4;6325;5000;0;1325;4384900;4366932;17968;4069432;4064432;Existing;27,139955;38,342266
FALSE;İZMİR GAZİEMİR 7 NOLU ASM ;IZMIR;2;5000;;87660;39;15;87660;87660;0.992;4;7280;5000;0;2280;4384900;4366932;17968;3946932;3941932;Existing;27,130002;38,32938
FALSE;İZMİR GAZİEMİR 1 NOLU ASM ;IZMIR;3;7500;;82729;41;15;77729;82729;0.956;5;10057;7500;0;2557;4384900;4366932;17968;3931932;3924432;Existing;27,132477;38,325933
FALSE;İZMİR GAZİEMİR 2 NOLU ASM ;IZMIR;5;12500;;75103;44;15;50103;75103;0.933;7;12862;12500;0;362;4384900;4366932;17968;3911932;3899432;Existing;27,138175;38,325022
FALSE;İZMİR GAZİEMİR 13 NOLU ASM ;IZMIR;4;10000;;79486;43;15;64486;79486;0.975;6;10732;10000;0;732;4384900;4366932;17968;3921932;3911932;Existing;27,131335;38,322616
FALSE;İZMİR GAZİEMİR 11 NOLU DOKUZ EYLÜL ÜNİVERSİTESİ EĞİTİM AİLE SAĞLIĞI MERKEZİ;IZMIR;1;2500;;82028;42;15;70483;82028;0.943;3;4598;2500;0;2098;4384900;4366932;17968;3924432;3921932;Existing;27,135841;38,321894
FALSE;İZMİR GAZİEMİR 8 NOLU ASM ;IZMIR;3;7500;;63938;52;15;18128;63938;0.834;9;7936;7500;0;436;4384900;4366932;17968;3811932;3804432;Existing;27,12848;38,321891
FALSE;İZMİR GAZİEMİR 3 NOLU ASM ;IZMIR;6;15000;;71180;50;15;42846;71180;0.942;8;16090;15000;0;1090;4384900;4366932;17968;3851932;3836932;Existing;27,132785;38,31783
FALSE;İZMİR GAZİEMİR 4 NOLU ASM ;IZMIR;4;10000;;14313;232;15;14313;14313;0.978;13;11106;10000;0;1106;4384900;4366932;17968;2552207;2542207;Existing;27,170733;38,295722
FALSE;İZMİR GÜZELBAHÇE 1 NOLU ASM ;IZMIR;3;7500;;6723;287;15;6723;6723;0.715;15;6723;6723;777;0;4384900;4366932;17968;2367174;2360452;Existing;26,885489;38,359697
FALSE;İZMİR GÜZELBAHÇE 3 NOLU ASM ;IZMIR;3;7500;;3427;307;15;3427;3427;0.802;15;3427;3427;4073;0;4384900;4366932;17968;2284361;2280934;Existing;26,870949;38,340719
FALSE;İZMİR KARABAĞLAR 13 NOLU ASM ;IZMIR;7;17500;;18193;193;15;11283;18193;0.959;15;11283;11283;6217;0;4384900;4366932;17968;2705633;2694349;Existing;27,12168;38,402658
FALSE;İZMİR KARABAĞLAR 18 NOLU ASM ;IZMIR;6;15000;;28593;132;15;15641;28593;0.965;15;15641;15000;0;641;4384900;4366932;17968;3089627;3074627;Existing;27,068947;38,393711
FALSE;İZMİR KARABAĞLAR 24 NOLU ASM ;IZMIR;1;2500;;29348;130;15;29348;29348;0.874;4;3069;2500;0;569;4384900;4366932;17968;3109627;3107127;Existing;27,077141;38,392714
FALSE;İZMİR KARABAĞLAR 27 NOLU ASM ;IZMIR;3;7500;;19691;181;15;3198;19691;0.777;15;3198;3198;4302;0;4384900;4366932;17968;2788881;2785684;Existing;27,0931;38,392714
FALSE;İZMİR KARABAĞLAR 25 NOLU ASM ;IZMIR;1;2500;;25852;146;15;4883;25852;0.905;12;2784;2500;0;284;4384900;4366932;17968;2963218;2960718;Existing;27,084172;38,392669
FALSE;İZMİR KARABAĞLAR 15 NOLU ASM ;IZMIR;2;5000;;20579;174;15;2870;20579;0.836;15;2870;2870;2130;0;4384900;4366932;17968;2835022;2832152;Existing;27,089322;38,391425
FALSE;İZMİR KARABAĞLAR 3 NOLU ASM ;IZMIR;1;2500;;25420;148;15;1316;25420;0.919;15;1316;1316;1184;0;4384900;4366932;17968;2960718;2959403;Existing;27,137039;38,385972
FALSE;İZMİR KARABAĞLAR 5 NOLU ASM ;IZMIR;2;5000;;24529;152;15;3496;24529;0.853;15;3496;3496;1504;0;4384900;4366932;17968;2942848;2939352;Existing;27,124197;38,385386
FALSE;İZMİR KARABAĞLAR 2 NOLU ASM ;IZMIR;12;30000;;27239;140;15;17780;27239;0.729;15;17780;17780;12220;0;4384900;4366932;17968;3011267;2993487;Existing;27,130027;38,384216
FALSE;İZMİR KARABAĞLAR 31 NOLU ASM ;IZMIR;2;5000;;38697;97;15;7674;38697;0.865;14;5830;5000;0;830;4384900;4366932;17968;3381565;3376565;Existing;27,108042;38,376797
